date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2012-01-04 20:00:00,-14.898,85.77022,0.02750814,0.394,0.366,0.306,-2.898,-2.448,-0.348
2012-01-04 21:00:00,-15.098,85.747,0.027100906,0.394,0.366,0.306,-2.948,-2.448,-0.348
2012-01-04 22:00:00,-15.298,85.72373,0.026698932,0.394,0.366,0.306,-2.948,-2.448,-0.348
2012-01-04 23:00:00,-15.498,86.061455,0.025638327,0.394,0.366,0.306,-2.948,-2.448,-0.348
2012-01-05 00:00:00,-15.698,86.038635,0.025256678,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 01:00:00,-15.997999,86.00427,0.024693474,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 02:00:00,-16.398,85.23271,0.025197282,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 03:00:00,-16.648,85.2025,0.02472496,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 04:00:00,-16.948,84.80388,0.024758264,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 05:00:00,-16.698,83.04767,0.028205082,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 06:00:00,-16.198,79.99487,0.034705967,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 07:00:00,-15.398,78.10998,0.040591717,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 08:00:00,-14.898,77.209915,0.044046924,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 09:00:00,-14.648,76.92853,0.04552038,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 10:00:00,-14.698,77.571846,0.044069722,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 11:00:00,-15.048,80.5146,0.037198707,0.394,0.366,0.306,-2.998,-2.448,-0.348
2012-01-05 12:00:00,-15.948,81.75211,0.03232695,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 13:00:00,-16.348,82.391914,0.030168355,0.394,0.366,0.306,-3.0479999,-2.448,-0.348
2012-01-05 14:00:00,-16.848,82.673355,0.028466374,0.394,0.366,0.306,-3.098,-2.448,-0.348
2012-01-05 15:00:00,-17.198,83.33499,0.026584268,0.394,0.366,0.306,-3.098,-2.448,-0.348
2012-01-05 16:00:00,-17.148,84.41765,0.024963021,0.394,0.366,0.306,-3.098,-2.448,-0.348
2012-01-05 17:00:00,-17.248,84.76656,0.024199218,0.394,0.366,0.306,-3.148,-2.448,-0.348
2012-01-05 18:00:00,-16.848,85.17826,0.02435264,0.394,0.366,0.306,-3.148,-2.448,-0.348
2012-01-05 19:00:00,-16.748,85.19036,0.024538204,0.394,0.366,0.306,-3.148,-2.498,-0.348
2012-01-05 20:00:00,-16.598,85.5712,0.024210513,0.394,0.366,0.306,-3.148,-2.498,-0.348
2012-01-05 21:00:00,-16.598,85.5712,0.024210513,0.394,0.366,0.306,-3.148,-2.498,-0.348
2012-01-05 22:00:00,-16.348,85.600716,0.024672717,0.394,0.366,0.306,-3.098,-2.498,-0.348
2012-01-05 23:00:00,-15.997999,86.00427,0.024693474,0.394,0.366,0.306,-3.098,-2.498,-0.348
2012-01-06 00:00:00,-15.548,86.055756,0.025542423,0.394,0.366,0.306,-3.098,-2.498,-0.348
2012-01-06 01:00:00,-15.198,86.45717,0.025538608,0.394,0.366,0.306,-3.098,-2.498,-0.348
2012-01-06 02:00:00,-14.698,86.512436,0.026507929,0.394,0.366,0.306,-3.098,-2.498,-0.348
2012-01-06 03:00:00,-14.098,86.93824,0.026970342,0.394,0.366,0.306,-3.0479999,-2.498,-0.348
2012-01-06 04:00:00,-13.448,86.64917,0.029072687,0.394,0.366,0.306,-3.0479999,-2.498,-0.348
2012-01-06 05:00:00,-12.648,86.38092,0.031649306,0.394,0.366,0.306,-2.998,-2.498,-0.348
2012-01-06 06:00:00,-11.698,86.13411,0.034788728,0.394,0.366,0.306,-2.998,-2.498,-0.348
2012-01-06 07:00:00,-10.648,86.59877,0.03656745,0.394,0.365,0.306,-2.948,-2.498,-0.348
2012-01-06 08:00:00,-9.898,87.375404,0.03656,0.394,0.365,0.306,-2.898,-2.498,-0.348
2012-01-06 09:00:00,-9.148,87.79925,0.037483603,0.394,0.365,0.306,-2.898,-2.498,-0.348
2012-01-06 10:00:00,-8.548,88.20557,0.037979007,0.394,0.365,0.307,-2.848,-2.498,-0.348
2012-01-06 11:00:00,-8.248,88.93143,0.03648609,0.394,0.365,0.307,-2.848,-2.498,-0.348
2012-01-06 12:00:00,-7.998,89.654755,0.034772098,0.394,0.365,0.307,-2.848,-2.498,-0.348
2012-01-06 13:00:00,-7.648,89.68393,0.035629004,0.394,0.365,0.307,-2.7979999,-2.498,-0.348
2012-01-06 14:00:00,-7.448,89.70055,0.036126822,0.394,0.365,0.307,-2.7979999,-2.498,-0.348
2012-01-06 15:00:00,-7.348,89.708855,0.036377937,0.394,0.365,0.307,-2.7979999,-2.498,-0.348
2012-01-06 16:00:00,-7.248,89.71715,0.03663057,0.394,0.365,0.307,-2.7979999,-2.498,-0.348
2012-01-06 17:00:00,-7.498,89.69641,0.03600177,0.394,0.365,0.307,-2.7979999,-2.448,-0.348
2012-01-06 18:00:00,-7.548,89.3423,0.03709498,0.394,0.365,0.307,-2.7979999,-2.448,-0.348
2012-01-06 19:00:00,-7.448,89.00241,0.03857526,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-06 20:00:00,-7.398,89.35515,0.037482888,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-06 21:00:00,-7.348,89.01123,0.038843572,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-06 22:00:00,-7.198,89.02445,0.039249003,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-06 23:00:00,-7.248,89.02005,0.039113462,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 00:00:00,-7.248,89.368,0.037874162,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 01:00:00,-7.448,89.70055,0.036126822,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 02:00:00,-7.948,90.01117,0.033705056,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 03:00:00,-8.048,90.00309,0.033471078,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 04:00:00,-8.298,89.98284,0.032892376,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 05:00:00,-8.248,89.28201,0.035330623,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 06:00:00,-7.298,87.29333,0.045088917,0.394,0.365,0.307,-2.748,-2.448,-0.348
2012-01-07 07:00:00,-7.498,87.2731,0.04446751,0.394,0.365,0.307,-2.698,-2.448,-0.348
2012-01-07 08:00:00,-7.098,86.973145,0.04694417,0.394,0.365,0.307,-2.698,-2.448,-0.348
2012-01-07 09:00:00,-6.748,86.6709,0.049345613,0.394,0.365,0.307,-2.698,-2.448,-0.348
2012-01-07 10:00:00,-6.748,87.00922,0.04809335,0.394,0.365,0.307,-2.698,-2.448,-0.348
2012-01-07 11:00:00,-7.598,88.98916,0.03817582,0.394,0.365,0.307,-2.698,-2.448,-0.348
2012-01-07 12:00:00,-8.648,89.60021,0.03322813,0.394,0.365,0.307,-2.698,-2.398,-0.348
2012-01-07 13:00:00,-9.398,89.89296,0.03044793,0.394,0.365,0.307,-2.698,-2.398,-0.348
2012-01-07 14:00:00,-10.398,90.170456,0.027361527,0.394,0.365,0.307,-2.698,-2.398,-0.348
2012-01-07 15:00:00,-11.248,90.83084,0.023851931,0.394,0.365,0.307,-2.698,-2.398,-0.348
2012-01-07 16:00:00,-12.348,90.011765,0.023783505,0.394,0.365,0.307,-2.748,-2.398,-0.348
2012-01-07 17:00:00,-13.498,88.813446,0.024261713,0.394,0.365,0.307,-2.748,-2.398,-0.348
2012-01-07 18:00:00,-14.698,87.60116,0.024368763,0.394,0.365,0.307,-2.748,-2.398,-0.348
2012-01-07 19:00:00,-15.448,86.79301,0.024394244,0.394,0.365,0.307,-2.7979999,-2.398,-0.348
2012-01-07 20:00:00,-16.548,85.577095,0.024302348,0.394,0.365,0.307,-2.848,-2.398,-0.348
2012-01-07 21:00:00,-17.448,84.74161,0.023832694,0.394,0.365,0.307,-2.848,-2.398,-0.348
2012-01-07 22:00:00,-18.148,83.565765,0.024188317,0.394,0.365,0.307,-2.898,-2.398,-0.348
2012-01-07 23:00:00,-18.648,83.1373,0.023782223,0.394,0.365,0.307,-2.948,-2.398,-0.348
2012-01-08 00:00:00,-18.848,83.471535,0.022915453,0.394,0.365,0.307,-2.998,-2.398,-0.348
2012-01-08 01:00:00,-19.248,83.0545,0.022700518,0.394,0.365,0.307,-2.998,-2.398,-0.348
2012-01-08 02:00:00,-19.398,82.67193,0.022915132,0.394,0.365,0.307,-3.0479999,-2.398,-0.348
2012-01-08 03:00:00,-19.448,83.02678,0.022349663,0.394,0.365,0.307,-3.098,-2.398,-0.348
2012-01-08 04:00:00,-19.348,82.678986,0.023004606,0.394,0.365,0.307,-3.098,-2.398,-0.348
2012-01-08 05:00:00,-18.348,82.46184,0.025376208,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-08 06:00:00,-16.698,84.11592,0.026428506,0.394,0.365,0.307,-3.098,-2.448,-0.348
2012-01-08 07:00:00,-15.498,84.98244,0.027622312,0.394,0.365,0.307,-3.0479999,-2.448,-0.348
2012-01-08 08:00:00,-14.498,85.816444,0.028338626,0.394,0.365,0.307,-3.0479999,-2.448,-0.348
2012-01-08 09:00:00,-13.798,85.541725,0.030595943,0.394,0.365,0.307,-2.998,-2.448,-0.348
2012-01-08 10:00:00,-13.648,86.986115,0.027880147,0.394,0.365,0.307,-2.948,-2.448,-0.348
2012-01-08 11:00:00,-13.998,87.3099,0.02641894,0.394,0.365,0.307,-2.948,-2.448,-0.348
2012-01-08 12:00:00,-14.848,87.22118,0.02480629,0.394,0.365,0.307,-2.948,-2.448,-0.348
2012-01-08 13:00:00,-15.498,86.42386,0.024971962,0.394,0.365,0.307,-2.998,-2.448,-0.348
2012-01-08 14:00:00,-15.798,86.39041,0.024416327,0.394,0.365,0.307,-2.998,-2.448,-0.348
2012-01-08 15:00:00,-16.098,85.992805,0.024508223,0.394,0.365,0.307,-2.998,-2.448,-0.348
2012-01-08 16:00:00,-16.348,85.96405,0.02405034,0.394,0.365,0.307,-3.0479999,-2.448,-0.348
2012-01-08 17:00:00,-16.798,85.184326,0.024445236,0.394,0.365,0.307,-3.0479999,-2.448,-0.348
2012-01-08 18:00:00,-17.348,84.75408,0.024015352,0.394,0.365,0.307,-3.0479999,-2.448,-0.348
2012-01-08 19:00:00,-17.648,84.35387,0.02402778,0.394,0.365,0.307,-3.098,-2.448,-0.348
2012-01-08 20:00:00,-18.198,83.92047,0.02356594,0.394,0.365,0.307,-3.098,-2.448,-0.348
2012-01-08 21:00:00,-18.248,83.55233,0.024002813,0.394,0.365,0.307,-3.098,-2.448,-0.348
2012-01-08 22:00:00,-18.398,83.5322,0.023726813,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-08 23:00:00,-18.448,83.52545,0.023635484,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 00:00:00,-18.448,83.52545,0.023635484,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 01:00:00,-18.398,83.5322,0.023726813,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 02:00:00,-18.448,83.52545,0.023635484,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 03:00:00,-18.348,83.53892,0.023818508,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 04:00:00,-18.398,83.5322,0.023726813,0.394,0.365,0.307,-3.148,-2.448,-0.348
2012-01-09 05:00:00,-17.998,83.58584,0.024469033,0.394,0.365,0.307,-3.148,-2.498,-0.398
2012-01-09 06:00:00,-17.298,84.398544,0.024679184,0.394,0.365,0.307,-3.148,-2.498,-0.348
2012-01-09 07:00:00,-14.398,83.011,0.0342222,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-09 08:00:00,-13.198,82.14692,0.039672986,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-09 09:00:00,-12.248,81.60724,0.044143394,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 10:00:00,-11.898,81.657715,0.045281664,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-09 11:00:00,-11.898,83.34585,0.04111561,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-09 12:00:00,-12.698,84.96899,0.03478825,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-09 13:00:00,-13.248,85.25349,0.032638684,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-09 14:00:00,-13.248,85.60589,0.031858966,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 15:00:00,-12.898,85.295006,0.03348632,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 16:00:00,-12.998,85.6349,0.032447934,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 17:00:00,-12.748,85.66386,0.033046305,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 18:00:00,-12.848,86.00491,0.031999767,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 19:00:00,-13.248,87.74768,0.027119711,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 20:00:00,-13.248,87.74768,0.027119711,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 21:00:00,-13.448,87.72762,0.026724905,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 22:00:00,-14.348,88.00141,0.024272054,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-09 23:00:00,-14.898,87.58076,0.024009109,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-10 00:00:00,-15.398,87.163284,0.023809195,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-10 01:00:00,-15.598,87.50893,0.022786424,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-10 02:00:00,-15.398,87.52951,0.023130119,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 03:00:00,-15.048,87.20018,0.024439573,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 04:00:00,-14.648,87.24212,0.025177836,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 05:00:00,-13.248,88.10926,0.026319563,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 06:00:00,-11.198,89.02235,0.028669849,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-10 07:00:00,-9.148,83.03742,0.052108914,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-10 08:00:00,-7.798,81.26424,0.06395188,0.394,0.365,0.307,-2.898,-2.498,-0.398
2012-01-10 09:00:00,-7.148,80.71923,0.06920716,0.394,0.365,0.307,-2.898,-2.498,-0.398
2012-01-10 10:00:00,-7.298,81.33612,0.06622195,0.394,0.365,0.307,-2.848,-2.498,-0.398
2012-01-10 11:00:00,-8.398,83.467064,0.053860486,0.394,0.365,0.307,-2.848,-2.498,-0.398
2012-01-10 12:00:00,-9.548,83.65197,0.048665762,0.394,0.365,0.307,-2.848,-2.498,-0.398
2012-01-10 13:00:00,-10.448,83.87353,0.044706777,0.394,0.365,0.307,-2.848,-2.498,-0.398
2012-01-10 14:00:00,-11.148,84.1247,0.041623086,0.394,0.365,0.307,-2.898,-2.498,-0.398
2012-01-10 15:00:00,-11.548,84.417175,0.039568633,0.394,0.365,0.307,-2.898,-2.498,-0.398
2012-01-10 16:00:00,-12.498,84.9931,0.035299435,0.394,0.365,0.307,-2.898,-2.498,-0.398
2012-01-10 17:00:00,-13.448,85.58259,0.031394556,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-10 18:00:00,-14.398,86.545425,0.02710478,0.394,0.365,0.307,-2.948,-2.498,-0.398
2012-01-10 19:00:00,-14.648,86.87935,0.025893554,0.394,0.365,0.307,-2.998,-2.498,-0.398
2012-01-10 20:00:00,-15.148,86.46269,0.025634155,0.394,0.365,0.307,-3.0479999,-2.498,-0.398
2012-01-10 21:00:00,-15.698,86.40157,0.024600297,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 22:00:00,-15.898,86.01574,0.024879992,0.394,0.365,0.307,-3.098,-2.498,-0.398
2012-01-10 23:00:00,-16.148,85.987076,0.024416044,0.394,0.365,0.307,-3.148,-2.498,-0.398
2012-01-11 00:00:00,-16.198,85.618385,0.024953648,0.394,0.365,0.307,-3.148,-2.498,-0.398
