date,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m
2024-01-01 00:00:00,0.0,0.0,0.0,6.1269894,11.1
2024-01-01 01:00:00,0.0,0.0,0.0,6.296825,11.4
2024-01-01 02:00:00,0.0,0.0,0.0,6.741662,11.7
2024-01-01 03:00:00,0.0,0.0,0.0,6.4513564,11.5
2024-01-01 04:00:00,0.0,0.0,0.0,6.545991,11.9
2024-01-01 05:00:00,0.1,0.0,0.07,7.093659,12.6
2024-01-01 06:00:00,0.2,0.0,0.14,7.4094534,13.1
2024-01-01 07:00:00,0.1,0.0,0.07,7.7999997,14.0
2024-01-01 08:00:00,0.2,0.1,0.07,7.930952,14.3
2024-01-01 09:00:00,0.2,0.0,0.14,7.839005,14.1
2024-01-01 10:00:00,0.4,0.0,0.28,7.7999997,13.7
2024-01-01 11:00:00,0.4,0.0,0.28,7.467262,13.1
2024-01-01 12:00:00,0.7,0.099999964,0.42000002,7.28011,12.8
2024-01-01 13:00:00,0.8,0.0,0.56,7.038466,12.5
2024-01-01 14:00:00,0.5,0.0,0.35,6.708204,11.9
2024-01-01 15:00:00,0.4,0.0,0.28,6.5734315,11.2
2024-01-01 16:00:00,0.5,0.0,0.35,6.2625875,10.5
2024-01-01 17:00:00,0.4,0.0,0.28,5.879626,9.9
2024-01-01 18:00:00,0.2,0.0,0.14,5.5865912,9.4
2024-01-01 19:00:00,0.1,0.0,0.07,5.240229,9.3
2024-01-01 20:00:00,0.0,0.0,0.0,5.060632,9.0
2024-01-01 21:00:00,0.0,0.0,0.0,4.9406476,8.7
2024-01-01 22:00:00,0.0,0.0,0.0,4.5803933,8.4
2024-01-01 23:00:00,0.0,0.0,0.0,4.327817,8.2
2024-01-02 00:00:00,0.1,0.1,0.0,4.031129,8.1
2024-01-02 01:00:00,0.1,0.1,0.0,4.0360875,8.1
2024-01-02 02:00:00,0.0,0.0,0.0,4.1868844,8.5
2024-01-02 03:00:00,0.1,0.0,0.07,4.8104053,9.7
2024-01-02 04:00:00,0.2,0.0,0.14,5.108816,10.1
2024-01-02 05:00:00,0.1,0.0,0.07,5.080354,9.8
2024-01-02 06:00:00,0.2,0.0,0.14,5.866856,9.9
2024-01-02 07:00:00,0.0,0.0,0.0,6.8007355,12.8
2024-01-02 08:00:00,0.0,0.0,0.0,6.628725,12.4
2024-01-02 09:00:00,0.0,0.0,0.0,7.170077,12.7
2024-01-02 10:00:00,0.1,0.0,0.07,7.3552704,12.8
2024-01-02 11:00:00,0.1,0.0,0.07,7.8,13.6
2024-01-02 12:00:00,0.0,0.0,0.0,8.1154175,14.4
2024-01-02 13:00:00,0.0,0.0,0.0,8.30542,14.6
2024-01-02 14:00:00,0.0,0.0,0.0,8.000625,13.8
2024-01-02 15:00:00,0.0,0.0,0.0,7.4,12.5
2024-01-02 16:00:00,0.0,0.0,0.0,6.8007355,11.2
2024-01-02 17:00:00,0.0,0.0,0.0,6.207254,10.3
2024-01-02 18:00:00,0.0,0.0,0.0,5.7218876,9.8
2024-01-02 19:00:00,0.0,0.0,0.0,5.346027,8.9
2024-01-02 20:00:00,0.0,0.0,0.0,4.8507733,8.0
2024-01-02 21:00:00,0.0,0.0,0.0,4.472136,7.5
2024-01-02 22:00:00,0.0,0.0,0.0,3.8327537,7.0
2024-01-02 23:00:00,0.0,0.0,0.0,3.352611,6.0
2024-01-03 00:00:00,0.0,0.0,0.0,3.2893767,5.4
2024-01-03 01:00:00,0.0,0.0,0.0,2.9546573,4.2
2024-01-03 02:00:00,0.0,0.0,0.0,3.0413814,3.5
2024-01-03 03:00:00,0.0,0.0,0.0,3.1064448,3.4
2024-01-03 04:00:00,0.0,0.0,0.0,3.0413814,3.6
2024-01-03 05:00:00,0.1,0.0,0.07,2.9832866,4.5
2024-01-03 06:00:00,0.2,0.0,0.14,3.2802439,5.1
2024-01-03 07:00:00,0.1,0.0,0.07,3.5805027,6.6
2024-01-03 08:00:00,0.1,0.0,0.07,3.4713109,6.5
2024-01-03 09:00:00,0.3,0.0,0.21000001,3.0805843,5.6
2024-01-03 10:00:00,0.3,0.0,0.21000001,2.607681,5.1
2024-01-03 11:00:00,0.2,0.0,0.14,1.8973665,3.7
2024-01-03 12:00:00,0.1,0.0,0.07,2.109502,3.3
2024-01-03 13:00:00,0.2,0.0,0.14,2.4,3.9
2024-01-03 14:00:00,0.1,0.0,0.07,2.6019223,4.5
2024-01-03 15:00:00,0.1,0.0,0.07,2.8071337,4.8
2024-01-03 16:00:00,0.0,0.0,0.0,3.0,5.2
2024-01-03 17:00:00,0.0,0.0,0.0,3.1064448,5.4
2024-01-03 18:00:00,0.0,0.0,0.0,3.1064448,5.3
2024-01-03 19:00:00,0.0,0.0,0.0,3.1016126,5.1
2024-01-03 20:00:00,0.0,0.0,0.0,3.1016126,5.1
2024-01-03 21:00:00,0.0,0.0,0.0,3.1256998,5.2
2024-01-03 22:00:00,0.0,0.0,0.0,3.4525354,5.2
2024-01-03 23:00:00,0.0,0.0,0.0,3.3734255,5.5
2024-01-04 00:00:00,0.0,0.0,0.0,3.352611,5.5
2024-01-04 01:00:00,0.0,0.0,0.0,3.3615472,5.8
2024-01-04 02:00:00,0.0,0.0,0.0,3.7121422,6.3
2024-01-04 03:00:00,0.0,0.0,0.0,3.8948684,7.1
2024-01-04 04:00:00,0.0,0.0,0.0,4.294182,7.7
2024-01-04 05:00:00,0.0,0.0,0.0,4.651881,8.4
2024-01-04 06:00:00,0.0,0.0,0.0,4.924429,8.9
2024-01-04 07:00:00,0.0,0.0,0.0,5.2554736,8.9
2024-01-04 08:00:00,0.0,0.0,0.0,5.2810984,9.1
2024-01-04 09:00:00,0.0,0.0,0.0,5.2886667,9.0
2024-01-04 10:00:00,0.0,0.0,0.0,5.531727,8.9
2024-01-04 11:00:00,0.0,0.0,0.0,5.3935146,9.2
2024-01-04 12:00:00,0.0,0.0,0.0,5.557877,9.5
2024-01-04 13:00:00,0.0,0.0,0.0,5.632051,9.6
2024-01-04 14:00:00,0.0,0.0,0.0,5.6142673,9.5
2024-01-04 15:00:00,0.0,0.0,0.0,5.6008925,9.6
2024-01-04 16:00:00,0.0,0.0,0.0,5.7218876,9.7
2024-01-04 17:00:00,0.0,0.0,0.0,5.7428217,9.9
2024-01-04 18:00:00,0.1,0.0,0.07,5.557877,9.9
2024-01-04 19:00:00,0.2,0.0,0.14,5.554278,9.7
2024-01-04 20:00:00,0.1,0.0,0.07,5.3758717,9.5
2024-01-04 21:00:00,0.1,0.0,0.07,5.1078367,9.0
2024-01-04 22:00:00,0.0,0.0,0.0,5.0537114,8.5
2024-01-04 23:00:00,0.0,0.0,0.0,4.8010416,8.2
2024-01-05 00:00:00,0.0,0.0,0.0,4.4598207,7.8
2024-01-05 01:00:00,0.0,0.0,0.0,4.3863425,7.6
2024-01-05 02:00:00,0.0,0.0,0.0,4.263801,7.5
2024-01-05 03:00:00,0.0,0.0,0.0,4.20119,7.3
2024-01-05 04:00:00,0.0,0.0,0.0,4.20119,7.3
2024-01-05 05:00:00,0.0,0.0,0.0,4.360046,7.4
2024-01-05 06:00:00,0.0,0.0,0.0,5.077401,8.3
2024-01-05 07:00:00,0.0,0.0,0.0,5.147815,8.9
2024-01-05 08:00:00,0.0,0.0,0.0,5.2325897,8.8
2024-01-05 09:00:00,0.0,0.0,0.0,4.9739323,9.0
2024-01-05 10:00:00,0.0,0.0,0.0,5.5470715,8.9
2024-01-05 11:00:00,0.0,0.0,0.0,6.2128897,9.8
2024-01-05 12:00:00,0.1,0.1,0.0,6.5863495,10.6
2024-01-05 13:00:00,0.0,0.0,0.0,6.8,11.0
2024-01-05 14:00:00,0.0,0.0,0.0,6.536819,11.2
2024-01-05 15:00:00,0.0,0.0,0.0,6.2265563,10.7
2024-01-05 16:00:00,0.0,0.0,0.0,6.003332,10.6
2024-01-05 17:00:00,0.0,0.0,0.0,5.818075,10.1
2024-01-05 18:00:00,0.0,0.0,0.0,5.59017,10.0
2024-01-05 19:00:00,0.0,0.0,0.0,5.280152,9.1
2024-01-05 20:00:00,0.0,0.0,0.0,4.701064,8.2
2024-01-05 21:00:00,0.0,0.0,0.0,4.3863425,7.4
2024-01-05 22:00:00,0.0,0.0,0.0,3.9115214,7.1
2024-01-05 23:00:00,0.0,0.0,0.0,3.940812,6.9
2024-01-06 00:00:00,0.0,0.0,0.0,3.8832977,6.8
2024-01-06 01:00:00,0.0,0.0,0.0,3.6619666,6.2
2024-01-06 02:00:00,0.0,0.0,0.0,3.482815,5.7
2024-01-06 03:00:00,0.0,0.0,0.0,3.0413814,5.4
2024-01-06 04:00:00,0.0,0.0,0.0,2.9206164,5.1
2024-01-06 05:00:00,0.0,0.0,0.0,3.1622775,5.4
2024-01-06 06:00:00,0.1,0.0,0.07,3.001666,6.0
2024-01-06 07:00:00,0.1,0.0,0.07,2.9068882,5.3
2024-01-06 08:00:00,0.2,0.0,0.14,2.996665,5.4
2024-01-06 09:00:00,0.2,0.0,0.14,3.2649658,5.5
2024-01-06 10:00:00,0.2,0.0,0.14,3.0413814,5.8
2024-01-06 11:00:00,0.2,0.0,0.14,2.8231187,4.7
2024-01-06 12:00:00,0.2,0.0,0.14,2.7730849,4.5
2024-01-06 13:00:00,0.2,0.0,0.14,2.7784889,4.4
2024-01-06 14:00:00,0.2,0.0,0.14,2.8017852,4.4
2024-01-06 15:00:00,0.2,0.0,0.14,2.7018511,4.2
2024-01-06 16:00:00,0.1,0.0,0.07,2.3600848,3.1
2024-01-06 17:00:00,0.0,0.0,0.0,2.2022715,2.6
2024-01-06 18:00:00,0.0,0.0,0.0,2.5495098,3.5
2024-01-06 19:00:00,0.1,0.0,0.07,2.4207437,4.0
2024-01-06 20:00:00,0.1,0.0,0.07,1.9798989,3.2
2024-01-06 21:00:00,0.1,0.0,0.07,1.9723083,3.2
2024-01-06 22:00:00,0.1,0.0,0.07,2.3706539,3.8
2024-01-06 23:00:00,0.1,0.0,0.07,2.505993,4.4
2024-01-07 00:00:00,0.1,0.0,0.07,2.640076,4.6
2024-01-07 01:00:00,0.0,0.0,0.0,2.720294,4.8
2024-01-07 02:00:00,0.0,0.0,0.0,2.9274564,5.1
2024-01-07 03:00:00,0.0,0.0,0.0,3.2015622,5.3
2024-01-07 04:00:00,0.0,0.0,0.0,3.324154,6.1
2024-01-07 05:00:00,0.0,0.0,0.0,3.7121422,6.5
2024-01-07 06:00:00,0.0,0.0,0.0,4.004997,7.1
2024-01-07 07:00:00,0.0,0.0,0.0,3.9319208,6.6
2024-01-07 08:00:00,0.0,0.0,0.0,4.002499,7.3
2024-01-07 09:00:00,0.0,0.0,0.0,4.1629314,7.1
2024-01-07 10:00:00,0.0,0.0,0.0,4.565085,7.7
2024-01-07 11:00:00,0.0,0.0,0.0,4.3908997,7.8
2024-01-07 12:00:00,0.0,0.0,0.0,4.2544093,7.8
2024-01-07 13:00:00,0.2,0.0,0.14,4.565085,8.3
2024-01-07 14:00:00,0.7,0.0,0.48999998,4.837354,8.5
2024-01-07 15:00:00,1.4,0.0,0.97999996,4.401136,8.0
2024-01-07 16:00:00,1.3,0.0,0.90999997,3.905125,6.9
2024-01-07 17:00:00,0.8,0.0,0.56,4.429447,7.1
2024-01-07 18:00:00,0.2,0.0,0.14,5.7489133,9.5
2024-01-07 19:00:00,0.2,0.0,0.14,6.351378,10.9
2024-01-07 20:00:00,0.1,0.0,0.07,6.4202805,11.2
2024-01-07 21:00:00,0.1,0.0,0.07,6.9526978,12.0
2024-01-07 22:00:00,0.3,0.0,0.21000001,7.4249578,12.3
2024-01-07 23:00:00,0.3,0.0,0.21000001,7.605919,12.4
2024-01-08 00:00:00,0.2,0.0,0.14,7.9812284,13.0
2024-01-08 01:00:00,0.3,0.0,0.21000001,8.542833,13.2
2024-01-08 02:00:00,0.5,0.0,0.35,9.333809,14.2
2024-01-08 03:00:00,0.6,0.100000024,0.35,9.794386,16.1
2024-01-08 04:00:00,0.3,0.0,0.21000001,9.570789,17.0
2024-01-08 05:00:00,0.1,0.0,0.07,9.352005,16.8
2024-01-08 06:00:00,0.1,0.0,0.07,9.099999,16.3
2024-01-08 07:00:00,0.1,0.0,0.07,9.1181135,16.5
2024-01-08 08:00:00,0.1,0.0,0.07,9.176056,15.1
2024-01-08 09:00:00,0.1,0.0,0.07,8.792042,15.1
2024-01-08 10:00:00,0.1,0.0,0.07,9.0824,15.3
2024-01-08 11:00:00,0.0,0.0,0.0,8.969392,14.8
2024-01-08 12:00:00,0.0,0.0,0.0,8.814193,14.7
2024-01-08 13:00:00,0.0,0.0,0.0,8.732124,14.5
2024-01-08 14:00:00,0.0,0.0,0.0,8.430896,14.1
2024-01-08 15:00:00,0.0,0.0,0.0,8.207923,13.4
2024-01-08 16:00:00,0.0,0.0,0.0,7.984986,12.7
2024-01-08 17:00:00,0.0,0.0,0.0,7.5610843,12.2
2024-01-08 18:00:00,0.0,0.0,0.0,7.17844,11.7
2024-01-08 19:00:00,0.0,0.0,0.0,6.735726,11.2
