date,temperature_2m,relative_humidity_2m,vapour_pressure_deficit,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm
2019-01-01 00:00:00,-14.048,86.58379,0.027815834,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 01:00:00,-13.948,86.59473,0.028021991,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 02:00:00,-14.098,86.93824,0.026970342,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 03:00:00,-13.998,86.94891,0.02717024,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 04:00:00,-13.948,86.59473,0.028021991,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 05:00:00,-13.448,84.878075,0.032928154,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 06:00:00,-12.998,83.19971,0.037946567,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 07:00:00,-12.798,82.20331,0.040854186,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 08:00:00,-12.348,81.25779,0.044619992,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 09:00:00,-12.248,81.27248,0.044946507,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 10:00:00,-12.448,81.91476,0.04270993,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 11:00:00,-13.048,83.19303,0.037807673,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 12:00:00,-13.648,83.805084,0.034692556,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 13:00:00,-14.548,83.68777,0.03245619,0.421,0.409,0.375,-2.348,-1.948,0.252
2019-01-01 14:00:00,-15.298,83.589035,0.030689567,0.421,0.409,0.376,-2.348,-1.948,0.252
2019-01-01 15:00:00,-15.698,83.88949,0.029142976,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 16:00:00,-15.948,84.212364,0.027970284,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 17:00:00,-16.198,85.25683,0.025580779,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 18:00:00,-16.398,85.59483,0.024579614,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 19:00:00,-16.598,85.20855,0.024818778,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 20:00:00,-16.798,84.82251,0.025041968,0.421,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 21:00:00,-16.648,85.2025,0.02472496,0.42,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 22:00:00,-16.798,85.184326,0.024445236,0.42,0.409,0.376,-2.348,-1.898,0.252
2019-01-01 23:00:00,-16.648,85.2025,0.02472496,0.42,0.409,0.376,-2.348,-1.898,0.252
2019-01-02 00:00:00,-16.598,85.20855,0.024818778,0.42,0.409,0.376,-2.348,-1.898,0.252
2019-01-02 01:00:00,-16.598,85.20855,0.024818778,0.42,0.409,0.376,-2.348,-1.898,0.202
2019-01-02 02:00:00,-16.348,85.23875,0.02529268,0.42,0.409,0.376,-2.348,-1.898,0.202
2019-01-02 03:00:00,-16.198,85.25683,0.025580779,0.42,0.409,0.376,-2.348,-1.898,0.202
2019-01-02 04:00:00,-16.048,85.63603,0.025237426,0.42,0.409,0.376,-2.398,-1.898,0.202
2019-01-02 05:00:00,-15.698,85.31684,0.026561946,0.42,0.409,0.376,-2.398,-1.898,0.202
2019-01-02 06:00:00,-14.998,82.23503,0.03405638,0.42,0.409,0.376,-2.398,-1.898,0.202
2019-01-02 07:00:00,-13.998,80.33895,0.040924817,0.42,0.409,0.376,-2.398,-1.898,0.202
